layer,left_id,right_ids,rule,confidence,evidence,rejected
L1_ORDER_PAYMENT,order_00112,pay_00112a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00112a""}",[]
L1_ORDER_PAYMENT,order_00113,pay_00113a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00113a""}",[]
L1_ORDER_PAYMENT,order_00116,pay_00116f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00116f""}",[]
L1_ORDER_PAYMENT,order_00118,pay_00118b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00118b""}",[]
L1_ORDER_PAYMENT,order_00119,pay_00119f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00119f""}",[]
L1_ORDER_PAYMENT,order_00120,pay_00120a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00120a""}",[]
L1_ORDER_PAYMENT,order_00122,pay_00122g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00122g""}",[]
L1_ORDER_PAYMENT,order_00123,pay_00123c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00123c""}",[]
L1_ORDER_PAYMENT,order_00124,pay_00124h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00124h""}",[]
L1_ORDER_PAYMENT,order_00125,pay_00125d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00125d""}",[]
L1_ORDER_PAYMENT,order_00128,pay_00128f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00128f""}",[]
L1_ORDER_PAYMENT,order_00130,pay_00130h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00130h""}",[]
L1_ORDER_PAYMENT,order_00132,pay_00132b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00132b""}",[]
L1_ORDER_PAYMENT,order_00133,pay_00133b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00133b""}",[]
L1_ORDER_PAYMENT,order_00134,pay_00134e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00134e""}",[]
L1_ORDER_PAYMENT,order_00135,pay_00135h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00135h""}",[]
L1_ORDER_PAYMENT,order_00136,pay_00136c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00136c""}",[]
L1_ORDER_PAYMENT,order_00138,pay_00138h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00138h""}",[]
L1_ORDER_PAYMENT,order_00139,pay_00139f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00139f""}",[]
L1_ORDER_PAYMENT,order_00140,pay_00140c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00140c""}",[]
L1_ORDER_PAYMENT,order_00141,pay_00141a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00141a""}",[]
L1_ORDER_PAYMENT,order_00142,pay_00142a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00142a""}",[]
L1_ORDER_PAYMENT,order_00143,pay_00143e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00143e""}",[]
L1_ORDER_PAYMENT,order_00145,pay_00145a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00145a""}",[]
L1_ORDER_PAYMENT,order_00147,pay_00147b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00147b""}",[]
L1_ORDER_PAYMENT,order_00148,pay_00148g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00148g""}",[]
L1_ORDER_PAYMENT,order_00149,pay_00149a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00149a""}",[]
L1_ORDER_PAYMENT,order_00150,pay_00150e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00150e""}",[]
L1_ORDER_PAYMENT,order_00151,pay_00151e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00151e""}",[]
L1_ORDER_PAYMENT,order_00152,pay_00152d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00152d""}",[]
L1_ORDER_PAYMENT,order_00154,pay_00154e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00154e""}",[]
L1_ORDER_PAYMENT,order_00157,pay_00157b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00157b""}",[]
L1_ORDER_PAYMENT,order_00158,pay_00158a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00158a""}",[]
L1_ORDER_PAYMENT,order_00159,pay_00159d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00159d""}",[]
L1_ORDER_PAYMENT,order_00160,pay_00160f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00160f""}",[]
L1_ORDER_PAYMENT,order_00161,pay_00161a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00161a""}",[]
L1_ORDER_PAYMENT,order_00162,pay_00162e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00162e""}",[]
L1_ORDER_PAYMENT,order_00164,pay_00164e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00164e""}",[]
L1_ORDER_PAYMENT,order_00165,pay_00165b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00165b""}",[]
L1_ORDER_PAYMENT,order_00166,pay_00166g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00166g""}",[]
L1_ORDER_PAYMENT,order_00167,pay_00167c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00167c""}",[]
L1_ORDER_PAYMENT,order_00168,pay_00168f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00168f""}",[]
L1_ORDER_PAYMENT,order_00169,pay_00169e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00169e""}",[]
L1_ORDER_PAYMENT,order_00170,pay_00170c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00170c""}",[]
L1_ORDER_PAYMENT,order_00171,pay_00171d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00171d""}",[]
L1_ORDER_PAYMENT,order_00172,pay_00172c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00172c""}",[]
L1_ORDER_PAYMENT,order_00173,pay_00173g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00173g""}",[]
L1_ORDER_PAYMENT,order_00175,pay_00175d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00175d""}",[]
L1_ORDER_PAYMENT,order_00176,pay_00176d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00176d""}",[]
L1_ORDER_PAYMENT,order_00178,pay_00178f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00178f""}",[]
L1_ORDER_PAYMENT,order_00179,pay_00179d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00179d""}",[]
L1_ORDER_PAYMENT,order_00180,pay_00180f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00180f""}",[]
L1_ORDER_PAYMENT,order_00181,pay_00181b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00181b""}",[]
L1_ORDER_PAYMENT,order_00183,pay_00183f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00183f""}",[]
L1_ORDER_PAYMENT,order_00184,pay_00184c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00184c""}",[]
L1_ORDER_PAYMENT,order_00185,pay_00185c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00185c""}",[]
L1_ORDER_PAYMENT,order_00186,pay_00186h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00186h""}",[]
L1_ORDER_PAYMENT,order_00187,pay_00187e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00187e""}",[]
L1_ORDER_PAYMENT,order_00188,pay_00188f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00188f""}",[]
L1_ORDER_PAYMENT,order_00190,pay_00190d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00190d""}",[]
L1_ORDER_PAYMENT,order_00191,pay_00191b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00191b""}",[]
L1_ORDER_PAYMENT,order_00192,pay_00192h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00192h""}",[]
L1_ORDER_PAYMENT,order_00193,pay_00193h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00193h""}",[]
L1_ORDER_PAYMENT,order_00194,pay_00194f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00194f""}",[]
L1_ORDER_PAYMENT,order_00195,pay_00195b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00195b""}",[]
L1_ORDER_PAYMENT,order_00196,pay_00196b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00196b""}",[]
L1_ORDER_PAYMENT,order_00197,pay_00197f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00197f""}",[]
L1_ORDER_PAYMENT,order_00198,pay_00198e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00198e""}",[]
L1_ORDER_PAYMENT,order_00199,pay_00199f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00199f""}",[]
L1_ORDER_PAYMENT,order_00201,pay_00201g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00201g""}",[]
L1_ORDER_PAYMENT,order_00202,pay_00202a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00202a""}",[]
L1_ORDER_PAYMENT,order_00203,pay_00203h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00203h""}",[]
L1_ORDER_PAYMENT,order_00204,pay_00204a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00204a""}",[]
L1_ORDER_PAYMENT,order_00205,pay_00205a,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00205a""}",[]
L1_ORDER_PAYMENT,order_00207,pay_00207g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00207g""}",[]
L1_ORDER_PAYMENT,order_00209,pay_00209b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00209b""}",[]
L1_ORDER_PAYMENT,order_00210,pay_00210f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00210f""}",[]
L1_ORDER_PAYMENT,order_00212,pay_00212e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00212e""}",[]
L1_ORDER_PAYMENT,order_00213,pay_00213h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00213h""}",[]
L1_ORDER_PAYMENT,order_00214,pay_00214g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00214g""}",[]
L1_ORDER_PAYMENT,order_00216,pay_00216e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00216e""}",[]
L1_ORDER_PAYMENT,order_00217,pay_00217e,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00217e""}",[]
L1_ORDER_PAYMENT,order_00218,pay_00218c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00218c""}",[]
L1_ORDER_PAYMENT,order_00219,pay_00219h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00219h""}",[]
L1_ORDER_PAYMENT,order_00220,pay_00220h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00220h""}",[]
L1_ORDER_PAYMENT,order_00221,pay_00221f,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00221f""}",[]
L1_ORDER_PAYMENT,order_00222,pay_00222d,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00222d""}",[]
L1_ORDER_PAYMENT,order_00223,pay_00223c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00223c""}",[]
L1_ORDER_PAYMENT,order_00224,pay_00224c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00224c""}",[]
L1_ORDER_PAYMENT,order_00225,pay_00225h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00225h""}",[]
L1_ORDER_PAYMENT,order_00226,pay_00226c,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00226c""}",[]
L1_ORDER_PAYMENT,order_00228,pay_00228b,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00228b""}",[]
L1_ORDER_PAYMENT,order_00229,pay_00229g,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00229g""}",[]
L1_ORDER_PAYMENT,order_00231,pay_00231h,R1.1_EXACT_PAYMENT_ID,1.0000,"{""gateway_payment_id"": ""pay_00231h""}",[]
